data_url,description,form_id,full_url,input_id,name,placeholder,select_id,source_page,text,type,url,value
,,,https://data.gov.hk/en-datasets/category/climate-and-weather,,,,,page1.html,Climate and Weather,navigation_link,/en-datasets/category/climate-and-weather,
,,,https://data.gov.hk/en-datasets/category/climate-and-weather,,,,,page1.html,Climate and Weather,category_link,/en-datasets/category/climate-and-weather,
,,,https://data.gov.hk/en-datasets/category/climate-and-weather,,,,,page1.html,Climate and Weather,category_link,/en-datasets/category/climate-and-weather,
,,,https://data.gov.hk/en-datasets/category/climate-and-weather,,,,,page2.html,Climate and Weather,navigation_link,/en-datasets/category/climate-and-weather,
,,,https://data.gov.hk/en-datasets/category/climate-and-weather,,,,,page2.html,Climate and Weather,category_link,/en-datasets/category/climate-and-weather,
,,,https://data.gov.hk/en-datasets/category/climate-and-weather,,,,,page2.html,Climate and Weather,category_link,/en-datasets/category/climate-and-weather,
,,,https://data.gov.hk/en-datasets/category/climate-and-weather,,,,,page3.html,Climate and Weather,navigation_link,/en-datasets/category/climate-and-weather,
,,,https://data.gov.hk/en-datasets/category/climate-and-weather,,,,,page3.html,Climate and Weather,category_link,/en-datasets/category/climate-and-weather,
,,,https://data.gov.hk/en-datasets/category/climate-and-weather,,,,,page3.html,Climate and Weather,category_link,/en-datasets/category/climate-and-weather,
,,,https://data.gov.hk/en-datasets/category/climate-and-weather,,,,,page4.html,Climate and Weather,navigation_link,/en-datasets/category/climate-and-weather,
,,,https://data.gov.hk/en-datasets/category/climate-and-weather,,,,,page4.html,Climate and Weather,category_link,/en-datasets/category/climate-and-weather,
,,,https://data.gov.hk/en-datasets/category/climate-and-weather,,,,,page4.html,Climate and Weather,category_link,/en-datasets/category/climate-and-weather,
,,,https://data.gov.hk/en-datasets/category/climate-and-weather,,,,,page5.html,Climate and Weather,navigation_link,/en-datasets/category/climate-and-weather,
,,,https://data.gov.hk/en-datasets/category/climate-and-weather,,,,,page5.html,Climate and Weather,category_link,/en-datasets/category/climate-and-weather,
,,,https://data.gov.hk/en-datasets/category/climate-and-weather,,,,,page5.html,Climate and Weather,category_link,/en-datasets/category/climate-and-weather,
